alg,impl,system,nnode,nproc,nthread,n,r,matmul1p1,matmul1p2,matmul1p3,matmul2p1,matmul2p2,matmul2p3,total_time,gen_omega_time,dgemm1_time,dgemm2_time,all2all_time,reduce_scatter_time,reduce_scatter_1_time,reduce_scatter_2_time,unpack_time,pack_time
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,1,1,512,1.61288,0.499777,0.534601,0.489992,0.040762,0.0,0.0,0.0,0.018066,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,64,1,1,0.726532,0.079848,0.037462,0.000917,0.0,0.54502,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,2,2,1,1,4,1,2.043485,0.070837,1.50918,0.189992,0.0,0.0,0.028843,0.170729,0.0,0.015338
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,64,1,1,1.948251,0.4169,1.191068,0.212221,0.0,0.078513,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,32,1,1,32,1,1,0.764056,0.076783,0.213424,0.024989,0.0,0.386054,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,16,16,1,1,256,1,3.092956,0.085471,0.051772,0.00528,0.0,0.0,0.000899,2.765465,0.0,0.073441
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,16,1,1,16,1,1,0.791099,0.060767,0.396629,0.038102,0.0,0.271903,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,512,1,1,6.145878,0.080523,0.05041,0.003492,0.0,5.886499,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,128,1,1,1.454217,0.082999,0.033594,0.000824,0.0,1.234959,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,16,8,1,1,128,1,1.164908,0.325628,0.625625,0.111327,0.0,0.0,0.003794,0.052337,0.0,0.022202
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,4,4,1,1,16,1,0.726045,0.1006,0.587252,0.020698,0.0,0.0,0.003229,0.001233,0.0,0.009341
nystrom-1d-redist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,1,1,8,0.207046,0.054761,0.101289,0.005473,0.026712,0.0,0.0,0.0,0.010538,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,128,1,1,1,1,128,0.316757,0.134749,0.113717,0.039267,0.012322,0.0,0.0,0.0,0.005535,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,2,2,1,1,4,1,4.204524,0.021366,1.822169,0.03191,0.0,0.0,0.007502,0.00133,0.0,0.01555
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,4,4,1,1,16,1,0.850119,0.084354,0.393031,0.038117,0.0,0.0,0.001572,0.154112,0.0,0.021305
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,1,1,256,0.387005,0.166205,0.09846,0.050216,0.044642,0.0,0.0,0.0,0.016361,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,8,1,1,9.265246,0.226835,8.091239,0.886946,0.0,0.050105,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,512,1,1,2.049004,0.490061,0.534946,0.160147,0.0,0.819421,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,8,8,1,1,64,1,0.78877,0.083786,0.037706,0.000926,0.0,0.0,0.000846,0.593338,0.0,0.022661
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,4,1,1,1,1,4,1.873089,0.055695,1.48741,0.163505,0.126219,0.0,0.0,0.0,0.011652,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,500,64,1,1,1,1,64,0.334455,0.108941,0.163943,0.040753,0.007214,0.0,0.0,0.0,0.003691,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,16,16,1,1,256,1,3.411453,0.105984,0.051553,0.038993,0.0,0.0,0.000892,2.950035,0.0,0.075963
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,16,16,1,1,256,1,1.017143,0.307154,0.382867,0.082665,0.0,0.0,0.002641,0.199072,0.0,0.024714
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,256,1,1,2.224624,0.083141,0.032009,0.000787,0.0,1.970824,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,100000,500,4,1,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,32,1,1,1,1,32,0.287711,0.069779,0.047016,0.006189,0.037255,0.0,0.0,0.0,0.015117,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,1,1,8,9.328428,0.258274,8.068843,0.912062,0.046591,0.0,0.0,0.0,0.030087,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,128,1,1,1,1,128,0.38672,0.102845,0.082457,0.007978,0.058279,0.0,0.0,0.0,0.036365,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,4,1,1,4,1,1,21.990909,0.164007,17.75098,1.715505,0.0,0.045058,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,5000,4,4,1,1,16,1,5.545137,0.249206,4.604448,0.540882,0.0,0.0,0.018279,0.04735,0.0,0.073786
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,32,1,1,32,1,1,2.865348,0.239682,2.254181,0.305544,0.0,0.048866,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,128,1,1,128,1,1,1.198493,0.297885,0.692191,0.107019,0.0,0.078821,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,64,1,1,64,1,1,1.037069,0.077656,0.128185,0.010549,0.0,0.701843,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,2,2,1,1,4,1,20.664975,0.257073,16.22419,1.699567,0.0,0.0,0.058039,0.045,0.0,0.13002
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,100000,5000,4,1,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,4,1,1,1,1,4,22.683285,0.16051,17.738349,2.310504,0.127498,0.0,0.0,0.0,0.050624,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,4,2,1,1,8,1,1.183554,0.05059,0.767052,0.096016,0.0,0.0,0.002327,0.207375,0.0,0.022678
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,8,4,1,1,32,1,0.377205,0.078233,0.046762,0.001079,0.0,0.0,0.00086,0.136681,0.0,0.012039
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,100000,5000,4,1,1,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,256,1,1,0.331943,0.151331,0.1076,0.021427,0.0,0.042004,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,16,16,1,1,256,1,2.210034,0.086054,0.030035,0.000796,0.0,0.0,0.000799,1.959307,0.0,0.075295
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,4,2,1,1,8,1,1.038456,0.106066,0.890447,0.018053,0.0,0.0,0.00407,0.001384,0.0,0.009483
nystrom-1d-redist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,8,1,1,1,1,8,1.041966,0.046216,0.757301,0.076998,0.056532,0.0,0.0,0.0,0.010658,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,64,1,1,1,1,64,0.373257,0.092127,0.128832,0.015084,0.051392,0.0,0.0,0.0,0.02144,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,128,512,32,50000,500,512,1,1,1,1,512,0.401138,0.073167,0.033522,0.001408,0.020081,0.0,0.0,0.0,0.170551,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,8,4,1,1,32,1,0.285575,0.078024,0.047483,0.001084,0.0,0.0,0.00086,0.069401,0.0,0.013284
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,1,1,4,4.168703,0.021694,1.745727,0.043397,0.022471,0.0,0.0,0.0,0.006555,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,1,1,512,0.779672,0.083308,0.050536,0.010113,0.321169,0.0,0.0,0.0,0.147679,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,2,2,1,1,4,1,1.991089,0.074742,1.525225,0.189684,0.0,0.0,0.027213,0.123199,0.0,0.014676
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,128,1,1,1,1,128,0.303575,0.124996,0.103489,0.041715,0.012294,0.0,0.0,0.0,0.005525,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,32,1,1,1,1,32,0.462391,0.124466,0.284837,0.038653,0.005695,0.0,0.0,0.0,0.002866,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,16,1,1,16,1,1,0.608069,0.087074,0.486611,0.02576,0.0,0.001434,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,1,1,128,0.362987,0.125493,0.056537,0.02605,0.07719,0.0,0.0,0.0,0.044154,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,1,1,128,0.309771,0.078799,0.032947,0.005696,0.092722,0.0,0.0,0.0,0.041909,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,64,1,1,1,1,64,0.362542,0.091069,0.128454,0.015168,0.063419,0.0,0.0,0.0,0.018433,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,1,1,16,0.30556,0.086919,0.088037,0.023722,0.022443,0.0,0.0,0.0,0.025988,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,64,1,1,0.812104,0.075811,0.037012,0.000912,0.0,0.629499,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,8,1,1,8,1,1,1.058967,0.056985,0.757447,0.096186,0.0,0.125227,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,64,1,1,0.852752,0.080288,0.037592,0.000914,0.0,0.605915,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,8,1,1,1,1,8,0.944352,0.047675,0.757379,0.076944,0.03923,0.0,0.0,0.0,0.013132,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,8,4,1,1,32,1,0.781463,0.073333,0.210474,0.019953,0.0,0.0,0.001208,0.378427,0.0,0.014396
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,256,1,1,2.248026,0.076465,0.03239,0.000792,0.0,1.995568,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,4,1,1,4,1,1,21.747544,0.160577,17.651691,1.698087,0.0,0.045376,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,128,1,1,128,1,1,0.345035,0.144086,0.1347,0.016385,0.0,0.040322,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,32,1,1,32,1,1,0.426772,0.075929,0.04783,0.001059,0.0,0.268609,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,8,4,1,1,32,1,0.410076,0.124053,0.258581,0.009654,0.0,0.0,0.002607,0.001808,0.0,0.005049
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,256,1,1,0.340785,0.135809,0.111367,0.008927,0.0,0.069926,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,1,1,64,0.226612,0.080366,0.037336,0.005676,0.048911,0.0,0.0,0.0,0.019526,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,4,4,1,1,16,1,0.621749,0.094389,0.47132,0.025725,0.0,0.0,0.003119,0.001267,0.0,0.009625
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,8,1,1,0.246711,0.039613,0.10146,0.003473,0.0,0.0628,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,4,1,1,1,1,4,1.920539,0.050986,1.488996,0.163409,0.129837,0.0,0.0,0.0,0.01292,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,64,1,1,1,1,64,0.366703,0.082052,0.128484,0.015102,0.046595,0.0,0.0,0.0,0.023509,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,128,1,1,1,1,128,0.296641,0.129566,0.098711,0.042923,0.012059,0.0,0.0,0.0,0.005512,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,100000,500,2,2,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,16,1,1,1,1,16,0.63862,0.067503,0.396348,0.037989,0.059041,0.0,0.0,0.0,0.024483,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,16,8,1,1,128,1,1.149292,0.27226,0.620021,0.104817,0.0,0.0,0.004971,0.103337,0.0,0.023816
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,128,1,1,128,1,1,1.198098,0.260914,0.701956,0.158344,0.0,0.054691,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,16,16,1,1,256,1,1.038217,0.299711,0.389295,0.078576,0.0,0.0,0.002739,0.19755,0.0,0.032354
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,4,1,1,3.983623,0.026791,1.736382,0.030496,0.0,0.00158,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,5000,4,4,1,1,16,1,5.537343,0.270872,4.628183,0.487163,0.0,0.0,0.018193,0.04616,0.0,0.07494
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,5000,16,1,1,16,1,1,5.05331,0.219771,4.324195,0.457006,0.0,0.041395,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,1,1,256,0.39267,0.186534,0.101181,0.063127,0.029755,0.0,0.0,0.0,0.011582,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,512,1,1,2.023115,0.492633,0.554253,0.127501,0.0,0.819889,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,500,8,8,1,1,64,1,0.387224,0.185433,0.178118,0.002725,0.0,0.0,0.001748,0.004209,0.0,0.005078
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,500,64,1,1,1,1,64,0.37669,0.136014,0.176495,0.034034,0.008996,0.0,0.0,0.0,0.011344,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,1,1,16,0.231516,0.043997,0.064803,0.005553,0.078817,0.0,0.0,0.0,0.025139,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,256,1,1,1,1,256,0.495859,0.092314,0.059233,0.000292,0.077153,0.0,0.0,0.0,0.104743,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,1,1,256,0.445481,0.099146,0.033299,0.008059,0.112855,0.0,0.0,0.0,0.084528,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,8,1,1,8,1,1,1.04288,0.049558,0.758251,0.096586,0.0,0.116555,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,4,4,1,1,16,1,0.605281,0.098226,0.475963,0.009643,0.0,0.0,0.0032,0.001338,0.0,0.009733
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,128,1,1,1,1,128,0.373322,0.092619,0.082515,0.00796,0.054387,0.0,0.0,0.0,0.034451,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,64,1,1,1,1,64,0.447059,0.081672,0.128484,0.015041,0.062115,0.0,0.0,0.0,0.019081,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,8,1,1,8,1,1,1.03758,0.11349,0.884423,0.027109,0.0,0.0015,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,1,1,8,0.225516,0.043028,0.102035,0.005456,0.055674,0.0,0.0,0.0,0.00835,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,1,1,16,0.190981,0.064534,0.064834,0.005526,0.032118,0.0,0.0,0.0,0.009037,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,1,1,4,4.140194,0.020198,1.742034,0.045334,0.022211,0.0,0.0,0.0,0.006483,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,8,4,1,1,32,1,2.797459,0.260424,2.119472,0.29013,0.0,0.0,0.010642,0.043684,0.0,0.057905
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,4,2,1,1,8,1,1.027697,0.106617,0.882812,0.015383,0.0,0.0,0.004197,0.002685,0.0,0.00937
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,16,16,1,1,256,1,2.524506,0.114504,0.030482,0.000835,0.0,0.0,0.000804,2.070918,0.0,0.131521
nystrom-1d-redist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,32,1,1,1,1,32,0.44823,0.063877,0.213722,0.023617,0.017284,0.0,0.0,0.0,0.016751,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,8,4,1,1,32,1,0.816285,0.074245,0.212769,0.019998,0.0,0.0,0.001199,0.464556,0.0,0.012772
nystrom-1d-redist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,1,1,256,0.420866,0.090737,0.031401,0.008209,0.095824,0.0,0.0,0.0,0.081919,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,8,4,1,1,32,1,0.312861,0.069434,0.047052,0.001088,0.0,0.0,0.00086,0.132888,0.0,0.017146
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,4,1,1,1,1,4,22.51625,0.23654,17.379704,2.419338,0.129572,0.0,0.0,0.0,0.051701,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,128,1,1,128,1,1,1.766471,0.09293,0.082041,0.007345,0.0,1.447816,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,256,1,1,0.508667,0.234942,0.130579,0.029024,0.0,0.104339,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,2,2,1,1,4,1,0.326743,0.070273,0.177817,0.004277,0.0,0.0,0.033827,0.006129,0.0,0.008465
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,500,512,1,1,1,1,512,0.428384,0.050056,0.208168,0.058377,0.065448,0.0,0.0,0.0,0.023925,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,16,8,1,1,128,1,1.153753,0.258905,0.632227,0.130416,0.0,0.0,0.003789,0.086481,0.0,0.0229
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,256,1,1,0.305868,0.137844,0.116728,0.005285,0.0,0.041129,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,128,512,32,50000,500,512,1,1,1,1,512,0.423473,0.077182,0.033162,0.00133,0.020069,0.0,0.0,0.0,0.162974,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,16,16,1,1,256,1,0.339427,0.162379,0.067097,0.022774,0.0,0.0,0.002843,0.064008,0.0,0.012962
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,4,2,1,1,8,1,1.02053,0.070287,0.906813,0.023309,0.0,0.0,0.004168,0.001366,0.0,0.009634
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,1,1,128,0.408186,0.081551,0.033565,0.005523,0.100522,0.0,0.0,0.0,0.055879,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,100000,5000,2,2,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,16,1,1,1,1,16,0.643878,0.12628,0.476811,0.030517,0.005111,0.0,0.0,0.0,0.002976,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,4,1,1,1,1,4,1.912095,0.085267,1.489398,0.163495,0.133113,0.0,0.0,0.0,0.012845,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,8,1,1,1,1,8,1.0363,0.062356,0.75757,0.076955,0.082105,0.0,0.0,0.0,0.010402,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,32,1,1,32,1,1,0.374288,0.104489,0.09787,0.001063,0.0,0.116623,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,128,1,1,128,1,1,1.560511,0.085068,0.081939,0.007365,0.0,1.336885,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,256,1,1,256,1,1,1.065654,0.317734,0.400017,0.102898,0.0,0.225225,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,4,2,1,1,8,1,1.00733,0.087402,0.868982,0.026662,0.0,0.0,0.004139,0.001367,0.0,0.009232
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,8,1,1,0.254163,0.04958,0.101339,0.003461,0.0,0.09526,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,100000,500,4,1,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,2,2,1,1,4,1,2.099976,0.122153,1.51428,0.190174,0.0,0.0,0.028818,0.143563,0.0,0.021206
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,2,2,1,1,4,1,2.001682,0.07036,1.523811,0.190063,0.0,0.0,0.027174,0.122698,0.0,0.014677
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,1,1,64,0.309651,0.086419,0.03762,0.005689,0.054231,0.0,0.0,0.0,0.024875,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,1,1,8,9.375668,0.230719,8.111058,0.943449,0.045539,0.0,0.0,0.0,0.03016,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,256,1,1,1,1,256,1.059856,0.302238,0.405148,0.292603,0.036099,0.0,0.0,0.0,0.00741,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,500,512,1,1,512,1,1,0.824459,0.078666,0.033317,0.000773,0.0,0.679693,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,32,1,1,32,1,1,0.762096,0.073494,0.214745,0.025139,0.0,0.382684,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,4,1,1,1,1,4,1.882857,0.052099,1.493426,0.163234,0.130076,0.0,0.0,0.0,0.011656,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,512,1,1,2.009755,0.480661,0.553614,0.125267,0.0,0.814247,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,16,8,1,1,128,1,0.268969,0.149802,0.095341,0.002111,0.0,0.0,0.000924,0.009981,0.0,0.003235
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,4,4,1,1,16,1,0.32908,0.061066,0.065045,0.001434,0.0,0.0,0.000884,0.147496,0.0,0.034683
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,1,1,128,0.326735,0.087825,0.033582,0.005675,0.089546,0.0,0.0,0.0,0.041226,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,256,1,1,0.352007,0.152396,0.107097,0.022532,0.0,0.061262,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,4,1,1,4,1,1,0.396935,0.039326,0.176728,0.004233,0.0,0.026993,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,4,1,1,4.05484,0.016769,1.800472,0.02939,0.0,0.001459,0.0,0.0,0.0,0.0
